Employee_ID,Employee_Name,Age,Gender,Department,Job_Role,Salary,Experience_Years,Education,City
786,Isha Mehta,44.0,Male,IT,Marketing Executive,47298.0,14,12th,Gurgaon
571,Riya Gupta,34.0,Female,Marketing,Sales Executive,51712.0,0,12th,Kolkata
478,Neha Malhotra,51.0,Male,HR,Operations Executive,88133.0,4,Master's,Kolkata
583,Amit Sharma,38.0,Male,Marketing,HR Executive,104377.0,11,Bachelor's,Chandigarh
943,Aditya Singh,21.0,Male,Sales,HR Executive,76011.0,11,Bachelor's,Gurgaon
698,Simran Kumar,28.0,Female,Operations,Operations Executive,110070.0,7,Diploma,Pune
833,Arjun Gupta,49.0,Female,Operations,Operations Executive,91308.0,11,Diploma,Jaipur
535,Karan Patel,33.0,Male,Marketing,Marketing Executive,85402.0,12,Diploma,Pune
588,Isha Jain,27.0,Female,IT,HR Executive,84193.0,12,Bachelor's,Hyderabad
715,Aditya Jain,22.0,Female,Operations,Marketing Executive,35956.0,12,Master's,Chandigarh
452,Neha Yadav,47.0,Female,Operations,Sales Executive,75860.0,0,12th,Gurgaon
457,Isha Gupta,34.0,Male,Sales,Marketing Executive,70069.0,5,Master's,Noida
229,Riya Verma,51.0,Male,HR,Marketing Executive,95453.0,14,Diploma,Gurgaon
12,Sneha Mehta,31.0,Female,Marketing,Data Analyst,114192.0,14,Diploma,Hyderabad
750,Meera Jain,52.0,Female,Marketing,Software Developer,89258.0,0,Bachelor's,Bengaluru
213,Meera Yadav,54.0,Female,HR,Sales Executive,74391.0,11,Diploma,Kolkata
80,Neha Malhotra,40.0,Male,IT,Accountant,36164,7,12th,Chandigarh
149,Riya Yadav,52.0,Female,Operations,Accountant,85811.0,10,Master's,Chandigarh
303,Aditya Verma,38.0,Female,Sales,Sales Executive,107288.0,12,Diploma,Pune
666,Karan Singh,32.0,Male,Sales,Marketing Executive,97676.0,12,Bachelor's,Pune
329,Sneha Verma,24.0,Male,Marketing,Data Analyst,48507.0,14,Diploma,Mumbai
670,Amit Verma,50.0,Male,Operations,Accountant,113877.0,1,Master's,Chandigarh
345,Kavya Mehta,30.0,Male,Operations,Software Developer,29541.0,15,Bachelor's,Gurgaon
712,Pooja Yadav,39.0,Male,Operations ,Marketing Executive,,3,12th,Delhi
508,Kavya Mehta,38.0,Female,Finance,HR Executive,86780.0,6,12th,Pune
134,Amit Verma,53.0,Male,Operations,Sales Executive,52884.0,11,Diploma,Gurgaon
555,Priya Malhotra,41.0,Female,Operations,Sales Executive,73722.0,7,Master's,Bengaluru
312,Rahul Verma,29.0,Male,Operations,Marketing Executive,75164.0,0,Master's,Chandigarh
759,Simran Mehta,51.0,Male,Finance,Sales Executive,102068.0,10,Bachelor's,Chandigarh
500,Raj Kumar,54.0,Male,Operations,Operations Executive,95208.0,9,Bachelor's,Bengaluru
1,Rahul Verma,28.0,Female,,HR Executive,28278.0,2,12th,Delhi
317,Aditya Jain,28.0,Female,Operations,Accountant,56599.0,0,Diploma,Pune
714,Karan Malhotra,26.0,Male,Marketing,Marketing Executive,67777.0,7,Diploma,Noida
552,Rohan Jain,54.0,female,Marketing,Marketing Executive,111098.0,13,Bachelor's,Kolkata
804,Meera Malhotra,39.0,Male,Operations,Data Analyst,67358.0,12,Bachelor's,Bengaluru
537,Arjun Kumar,33.0,Male,Operations,HR Executive,72241.0,13,Diploma,Delhi
746,Ananya Patel,38.0,Female,Operations,Sales Executive,118519.0,12,12th,Hyderabad
846,Karan Yadav,36.0,Female,Marketing,Accountant,38792.0,14,Bachelor's,Jaipur
173,Kavya Sharma,54.0,Male,Sales,Operations Executive,96313.0,12,Diploma,Mumbai
126,Amit Malhotra,,Male,Sales,Accountant,92271.0,1,Diploma,Chandigarh
990,Meera Mehta,39.0,,Operations,Operations Executive,62010.0,3,Master's,Pune
424,Neha Sharma,52.0,Male,IT,Sales Executive,110638.0,0,Bachelor's,Kolkata
809,Isha Verma,35.0,Male,Sales,Accountant,109883.0,9,12th,Bengaluru
912,Pooja Kumar,41.0,Female,IT,HR Executive,60785.0,8,Bachelor's,Pune
91,Meera Patel,28.0,Male,Operations,Operations Executive,77976.0,13,Bachelor's,Noida
948,Sneha Kumar,44.0,Female,HR,HR Executive,90369.0,1,Master's,Kolkata
182,Rohan Sharma,25.0,Female,Finance,Accountant,112973.0,4,12th,Delhi
275,Kavya Malhotra,46.0,Female,Operations,Marketing Executive,66830.0,7,Diploma,Bengaluru
904,Sneha Yadav,30.0,Male,HR,Accountant,42143.0,10,12th,Noida
70,Riya Mehta,38.0,Male,Sales,Accountant,84087.0,10,Bachelor's,Chandigarh
292,Kavya Jain,29.0,Female,Sales,HR Executive,100340.0,5,Master's,Chandigarh
132,Vivaan Malhotra,,Female,HR,Accountant,37656.0,10,Bachelor's,Bengaluru
301,Arjun Gupta,39.0,Female,Marketing,Marketing Executive,,13,Bachelor's,Mumbai
933,Sneha Kumar,22.0,M,Sales,Software Developer,34593.0,12,Bachelor's,Delhi
327,Rohan Sharma,23.0,Female,Sales,HR Executive,86835.0,13,Master's,Pune
145,Rohan Malhotra,39.0,Female,IT,Software Developer,40096.0,14,Diploma,Gurgaon
498,Priya Patel,45.0,Female,HR,Operations Executive,98815.0,14,Bachelor's,Chandigarh
678,Kavya Malhotra,36.0,Male,Marketing,HR Executive,47878.0,2,Diploma,Pune
951,Aarav Verma,45.0,Female,HR,Sales Executive,93350.0,15,Bachelor's,Noida
136,Aarav Gupta,32.0,Female,Finance,Software Developer,60818.0,4,12th,Gurgaon
782,Kavya Gupta,29.0,Female,Finance,Sales Executive,102858.0,8,Master's,Kolkata
165,Isha Verma,44.0,Male,Operations,Operations Executive,97684.0,9,Bachelor's,Jaipur
29,Amit Mehta,25.0,Male,Operations,Operations Executive,102992.0,3,Master's,Kolkata
961,Sneha Mehta,52.0,Female,Operations,Data Analyst,108228.0,7,Master's,Chandigarh
194,Aditya Jain,38.0,Female,Marketing,Accountant,41406.0,5,Master's,Jaipur
962,Rahul Singh,23.0,Male,Operations,Marketing Executive,72371.0,14,Master's,Mumbai
644,Riya Singh,39.0,Male,IT,Marketing Executive,62907.0,8,Bachelor's,Chandigarh
170,Amit Mehta,39.0,Female,IT,Data Analyst,56147.0,14,Bachelor's,Gurgaon
986,Vikash Jain,39.0,Male,Marketing,Software Developer,44119.0,3,Diploma,Kolkata
141,Vikash Sharma,39.0,Female,Marketing,Marketing Executive,113895.0,7,12th,Kolkata
174,Arjun Malhotra,22.0,Male,Finance,HR Executive,71805.0,10,Master's,Delhi
7,Raj Verma,44.0,Female,Finance,HR Executive,46319.0,5,Master's,Jaipur
897,Amit Sharma,31.0,Female,IT,Sales Executive,38742.0,7,Master's,Chandigarh
482,Neha Jain,29.0,Male,Operations,Marketing Executive,104098.0,13,Diploma,Delhi
74,Priya Yadav,54.0,Female,Operations,Accountant,70056.0,14,Diploma,Mumbai
690,Neha Sharma,35.0,Male,Marketing,Data Analyst,102564.0,1,12th,Hyderabad
584,Ananya Gupta,29.0,Female,Operations,Marketing Executive,90840.0,12,12th,Chandigarh
239,Vivaan Mehta,23.0,Male,HR,Marketing Executive,83515.0,14,Master's,Hyderabad
146,Sneha Jain,48.0,F,Sales,Accountant,38875.0,2,12th,Mumbai
800,Simran Gupta,34.0,Male,Marketing,Operations Executive,101486.0,13,Bachelor's,Noida
235,Meera Gupta,45.0,Male,Operations,Marketing Executive,74236.0,11,Bachelor's,Jaipur
221,Kavya Gupta,47.0,Male,Sales,Operations Executive,48040.0,9,Bachelor's,Delhi
479,Priya Patel,53.0,Male,Operations,Marketing Executive,59671.0,2,Master's,Bengaluru
719,Aditya Malhotra,34.0,Female,Marketing,Software Developer,64745.0,12,Bachelor's,Delhi
133,Vikash Malhotra,43.0,Female,Operations,Data Analyst,112207.0,9,Diploma,Gurgaon
842,Rohan Sharma,53.0,Female,Marketing,Software Developer,97323.0,0,Diploma,Noida
985,Vikash Kumar,21.0,Female,Finance,HR Executive,95555.0,15,12th,Jaipur
186,Vikash Patel,37.0,Female,HR,Accountant,117279.0,6,Bachelor's,Jaipur
42,Raj Verma,22.0,Male,Sales,Software Developer,111511.0,8,Diploma,Hyderabad
617,Vikash Kumar,23.0,Female,IT,Accountant,38513.0,10,Master's,Noida
109,Ananya Malhotra,51.0,Male,Sales,Accountant,38979.0,9,Diploma,Delhi
595,Vikash Patel,32.0,Male,Sales,Software Developer,118329.0,9,Master's,Gurgaon
57,Neha Sharma,47.0,Female,Marketing,Sales Executive,78424.0,6,12th,Bengaluru
409,Karan Singh,28.0,Female,HR,Accountant,38928.0,6,Diploma,Bengaluru
446,Aarav Verma,39.0,Female,Marketing,Operations Executive,53632.0,11,12th,Noida
568,Pooja Sharma,43.0,Female,Marketing,HR Executive,105769.0,7,Master's,Pune
869,Raj Mehta,21.0,Female,Finance,Accountant,32887.0,11,Master's,Kolkata
25,Amit Gupta,27.0,Male,IT,Operations Executive,31630.0,13,12th,Chandigarh
421,Kavya Patel,24.0,Male,Marketing,Operations Executive,26526.0,5,Bachelor's,Chandigarh
450,Aditya Gupta,55.0,Female,Operations,Operations Executive,117109.0,0,12th,Pune
536,Isha Verma,31.0,Male,Operations,Accountant,,8,12th,Mumbai
779,Isha Verma,48.0,Male,Operations,Software Developer,38159.0,11,12th,Kolkata
174,Arjun Malhotra,22.0,Male,Finance,HR Executive,71805.0,10,Master's,Delhi
935,Raj Gupta,36.0,Female,HR,Sales Executive,118530.0,5,Bachelor's,Kolkata
339,Amit Yadav,23.0,Female,HR,Data Analyst,53183.0,12,Bachelor's,Mumbai
52,Neha Kumar,36.0,Male,IT,Operations Executive,44342.0,5,12th,Delhi
716,Sneha Gupta,41.0,Male,Operations,Software Developer,104058.0,13,Diploma,Bengaluru
520,Riya Gupta,46.0,Male,IT,Software Developer,93679.0,2,12th,Mumbai
929,Rohan Malhotra,46.0,Male,Sales,HR Executive,105350.0,13,12th,Bengaluru
639,Amit Gupta,48.0,Female,Sales,Software Developer,97358.0,13,Bachelor's,Kolkata
265,Meera Mehta,38.0,Female,HR,Software Developer,84054.0,13,Master's,Kolkata
542,Meera Patel,52.0,Female,Marketing,Software Developer,117618.0,6,Master's,Hyderabad
718,Neha Mehta,47.0,Female,HR,Operations Executive,82999.0,4,Bachelor's,Jaipur
689,Neha Kumar,51.0,Female,IT,Marketing Executive,85655.0,7,Diploma,Bengaluru
590,Isha Gupta,31.0,Female,Marketing,Data Analyst,80372.0,14,12th,Gurgaon
523,Simran Mehta,32.0,M,Operations,Marketing Executive,102441.0,9,Diploma,Chandigarh
451,Raj Jain,23.0,Male,IT,HR Executive,36471.0,2,Master's,Mumbai
19,Simran Jain,36.0,Male,Finance,Data Analyst,54451.0,7,Master's,Delhi
723,Amit Sharma,47.0,Female,Operations,Marketing Executive,48510.0,3,Diploma,Chandigarh
487,Sneha Kumar,48.0,Female,Marketing,Software Developer,99012.0,13,12th,Jaipur
573,Ananya Verma,21.0,Female,Operations,Software Developer,33729.0,0,Diploma,Bengaluru
437,Raj Gupta,33.0,Male,Finance,Marketing Executive,59993.0,1,Diploma,Noida
368,Sneha Yadav,37.0,Female,HR,Software Developer,36945.0,5,12th,Delhi
84,Meera Kumar,35.0,Male,Sales,Data Analyst,59675.0,4,Diploma,Jaipur
62,Sneha Singh,41.0,Female,Finance,Software Developer,52742.0,13,Diploma,Gurgaon
441,Rohan Gupta,39.0,Male,Operations,Data Analyst,83827.0,3,12th,Delhi
273,Riya Mehta,29.0,Male,Sales,Software Developer,64932.0,10,12th,Pune
286,Rohan Gupta,48.0,Male,Sales,Marketing Executive,85562.0,13,12th,Delhi
361,Simran Kumar,55.0,female,Sales,Operations Executive,74197.0,5,12th,Gurgaon
355,Kavya Yadav,41.0,Male,Operations,Sales Executive,42884.0,5,Diploma,Noida
653,Arjun Singh,38.0,Female,Finance,Operations Executive,68904.0,12,12th,Noida
279,Ananya Jain,46.0,Female,Marketing,Data Analyst,95040.0,2,Bachelor's,Noida
13,Raj Yadav,21.0,Male,Operations,Accountant,114166.0,3,Diploma,Bengaluru
183,Ananya Mehta,29.0,Male,Operations,Software Developer,33812.0,1,Master's,Chandigarh
369,Raj Malhotra,37.0,Female,Finance,HR Executive,82637.0,1,Master's,Gurgaon
496,Simran Sharma,35.0,Male,Sales,Sales Executive,104477.0,8,Master's,Bengaluru
622,Vikash Yadav,46.0,Female,Marketing,Software Developer,48459.0,6,Bachelor's,Chandigarh
224,Sneha Mehta,42.0,Male,HR,Accountant,63669.0,10,Bachelor's,Bengaluru
811,Arjun Jain,24.0,Male,IT,Accountant,97219.0,13,12th,Gurgaon
706,Kavya Yadav,29.0,Male,Finance,HR Executive,65172.0,9,Bachelor's,Jaipur
507,Riya Singh,45.0,Male,Finance,Software Developer,101153.0,5,Diploma,Noida
550,Isha Sharma,47.0,Male,Marketing,Software Developer,73374.0,2,Diploma,Gurgaon
589,Pooja Mehta,,Male,HR,Software Developer,92649.0,9,Diploma,Chandigarh
957,Sneha Jain,45.0,Female,Sales,Software Developer,85771.0,15,Bachelor's,Pune
177,Karan Singh,46.0,Female,Finance,Data Analyst,96176.0,11,Bachelor's,Pune
741,Kavya Verma,39.0,Male,IT,Software Developer,98024.0,12,Diploma,Chandigarh
634,Vikash Sharma,24.0,Female,IT,Operations Executive,25110.0,7,12th,Kolkata
592,Karan Patel,49.0,Male,Sales,Accountant,28265.0,2,Diploma,Pune
591,Meera Gupta,53.0,Male,Marketing,Marketing Executive,,12,12th,Pune
394,Meera Gupta,27.0,Male,Operations,Software Developer,86706.0,10,Bachelor's,Noida
164,Riya Gupta,54.0,Male,HR,Operations Executive,79874.0,8,Bachelor's,Chandigarh
249,Kavya Yadav,44.0,Female,Sales,Data Analyst,92215.0,6,Diploma,Pune
708,Priya Malhotra,30.0,Male,IT,Data Analyst,46135.0,4,12th,Mumbai
894,Simran Gupta,42.0,Female,IT,Accountant,63150.0,1,Master's,Hyderabad
676,Aarav Sharma,45.0,Male,Sales,Data Analyst,45677.0,5,Bachelor's,Kolkata
376,Sneha Patel,27.0,Female,Sales,Software Developer,62498.0,15,Bachelor's,Jaipur
413,Vikash Yadav,24.0,Male,IT,Operations Executive,38082.0,10,12th,Gurgaon
75,Priya Verma,37.0,Male,Operations,HR Executive,55217.0,5,Master's,Noida
114,Amit Mehta,42.0,Female,IT,HR Executive,40095.0,11,Bachelor's,Bengaluru
579,Rahul Malhotra,42.0,Male,HR,Marketing Executive,83873.0,6,Master's,Mumbai
939,Karan Verma,45.0,Male,Finance,HR Executive,51442.0,0,12th,Delhi
391,Riya Mehta,30.0,Male,IT,Operations Executive,92802.0,10,Master's,Delhi
105,Isha Mehta,43.0,Female,HR,HR Executive,74131.0,5,Master's,Jaipur
115,Raj Malhotra,21.0,Male,Sales,Software Developer,59663.0,12,Diploma,Gurgaon
418,Arjun Mehta,22.0,Male,Sales,Sales Executive,114714.0,14,Bachelor's,Gurgaon
594,Rohan Yadav,31.0,Female,IT,Operations Executive,74634.0,4,Master's,Jaipur
458,Simran Sharma,,Male,HR,Marketing Executive,50470.0,14,Bachelor's,Mumbai
410,Karan Patel,39.0,Male,Marketing,Sales Executive,46020.0,10,Master's,Delhi
93,Riya Kumar,49.0,Female,IT,Data Analyst,116521.0,5,Diploma,Hyderabad
569,Amit Malhotra,30.0,Male,Operations,Data Analyst,36247.0,4,Diploma,Delhi
90,Pooja Verma,,Female,Marketing,Data Analyst,62777.0,10,Diploma,Pune
337,Pooja Yadav,27.0,Male,HR,Sales Executive,45369.0,13,Bachelor's,Hyderabad
999,Aarav Mehta,25.0,Male,Sales,Operations Executive,118555.0,15,Bachelor's,Hyderabad
930,Vivaan Kumar,32.0,Male,Sales,Marketing Executive,116556.0,5,Diploma,Hyderabad
942,Priya Gupta,28.0,Male,IT,Software Developer,55462.0,0,12th,Pune
612,Raj Mehta,28.0,Female,Operations,Data Analyst,65407.0,2,12th,Noida
600,Vikash Malhotra,24.0,Female,HR,HR Executive,39272.0,5,12th,Kolkata
618,Arjun Singh,39.0,Female,Sales,Marketing Executive,61261.0,4,Master's,Mumbai
95,Kavya Patel,39.0,Female,Sales,Operations Executive,91698.0,7,12th,Hyderabad
12,Sneha Mehta,31.0,Female,Marketing,Data Analyst,114192.0,14,Diploma,Hyderabad
397,Neha Sharma,53.0,Female,Marketing,Software Developer,40704.0,4,Master's,Noida
874,Aditya Verma,32.0,Female,Sales,Accountant,79154.0,0,12th,Gurgaon
44,Isha Verma,48.0,Female,Sales,Accountant,70309.0,12,Master's,Mumbai
43,Raj Gupta,46.0,Female,IT,Data Analyst,114065.0,8,Bachelor's,Gurgaon
330,Karan Singh,41.0,Female,IT,Software Developer,36322.0,9,Master's,Chandigarh
168,Vivaan Singh,27.0,Female,HR,HR Executive,118677.0,15,Master's,Chandigarh
501,Ananya Kumar,42.0,Male,Sales,Software Developer,34965.0,8,Master's,Noida
885,Arjun Patel,22.0,Female,Finance,HR Executive,102664.0,7,Diploma,Delhi
604,Simran Patel,54.0,Female,HR,Accountant,100385.0,15,12th,Jaipur
893,Meera Gupta,48.0,Female,Finance,Accountant,92256.0,4,12th,Mumbai
101,Rahul Mehta,27.0,Female,IT,Marketing Executive,93937.0,4,Bachelor's,Chandigarh
427,Vikash Jain,21.0,Female,Operations,Operations Executive,69742.0,11,Bachelor's,Delhi
179,Neha Verma,52.0,Female,IT,Marketing Executive,73148.0,13,Master's,Hyderabad
445,Amit Kumar,55.0,Female,IT,Software Developer,95390.0,10,Diploma,Pune
417,Pooja Gupta,27.0,Female,Marketing,Marketing Executive,79529.0,12,Diploma,Kolkata
654,Rohan Yadav,33.0,Female,Operations,Marketing Executive,93151.0,0,Bachelor's,Gurgaon
891,Karan Malhotra,27.0,Male,Marketing,Operations Executive,26610.0,4,Diploma,Pune
665,Priya Verma,46.0,Male,Finance,Accountant,32234.0,14,Diploma,Noida
178,Pooja Mehta,38.0,Female,Sales,Sales Executive,41315.0,10,Master's,Chandigarh
396,Simran Malhotra,28.0,Male,Operations,Accountant,86674.0,2,12th,Noida
683,Priya Kumar,49.0,Female,Sales,HR Executive,102687.0,3,Diploma,Noida
802,Pooja Patel,27.0,Male,,Data Analyst,67406.0,14,Diploma,Kolkata
971,Vivaan Verma,24.0,Male,Operations,Accountant,59875.0,6,Bachelor's,Bengaluru
981,Riya Verma,52.0,Female,HR,Accountant,36854.0,10,12th,Bengaluru
384,Ananya Yadav,49.0,Female,Marketing,Accountant,48276.0,5,Diploma,Gurgaon
967,Rahul Kumar,31.0,Female,HR,Marketing Executive,48121.0,15,Master's,Hyderabad
619,Ananya Jain,28.0,Male,HR,Accountant,26999,10,Diploma,Jaipur
258,Simran Kumar,46.0,Female,Sales,Sales Executive,35357.0,7,Diploma,Gurgaon
336,Raj Kumar,46.0,Female,Finance,Sales Executive,116845.0,2,Master's,Jaipur
16,Vivaan Kumar,22.0,Female,Finance,HR Executive,39662.0,2,Bachelor's,Chandigarh
636,Ananya Mehta,51.0,Male,Marketing,Sales Executive,43228.0,4,Diploma,Jaipur
325,Vivaan Patel,25.0,Female,Marketing,Software Developer,90031.0,5,Diploma,Jaipur
766,Rahul Singh,33.0,Female,HR,HR Executive,72746.0,13,12th,Pune
223,Rohan Patel,50.0,Male,IT,Software Developer,60761.0,8,Master's,Delhi
180,Vikash Singh,39.0,Male,IT,Software Developer,67101.0,14,12th,Jaipur
994,Rahul Mehta,53.0,Female,Marketing,Sales Executive,110209.0,7,Bachelor's,Gurgaon
522,Meera Singh,43.0,Female,Sales,Operations Executive,67624.0,14,Master's,Hyderabad
23,Arjun Kumar,27.0,Female,Operations,Software Developer,32944.0,6,Master's,Hyderabad
357,Priya Malhotra,46.0,Male,HR,Accountant,99381.0,7,Bachelor's,Chandigarh
680,Rahul Patel,34.0,Male,HR,Data Analyst,61231.0,15,Master's,Jaipur
870,Meera Malhotra,53.0,Male,HR,Marketing Executive,61872.0,2,Diploma,Gurgaon
341,Amit Gupta,27.0,Male,IT,Data Analyst,43322.0,6,12th,Pune
432,Neha Malhotra,45.0,Female,Marketing,Sales Executive,111182.0,7,Diploma,Bengaluru
803,Pooja Yadav,21.0,Male,Operations,Accountant,68178.0,4,Master's,Delhi
842,Rohan Sharma,53.0,Female,Marketing,Software Developer,97323.0,0,Diploma,Noida
204,Vivaan Malhotra,44.0,Female,IT,Sales Executive,77855.0,6,Diploma,Hyderabad
637,Rahul Patel,29.0,Male,Operations,Data Analyst,26520.0,13,Master's,Gurgaon
94,Arjun Patel,21.0,Female,IT,HR Executive,97384.0,3,Master's,Chandigarh
807,Sneha Patel,27.0,Male,Sales,Sales Executive,73163.0,8,12th,Gurgaon
69,Simran Singh,38.0,Female,Sales,Sales Executive,105728.0,10,Master's,Gurgaon
629,Riya Patel,25.0,Female,IT,Accountant,118311.0,10,Bachelor's,Chandigarh
285,Isha Gupta,27.0,Male,Operations,HR Executive,113754.0,5,Diploma,Hyderabad
886,Riya Malhotra,42.0,Male,IT,Operations Executive,93114.0,14,Bachelor's,Chandigarh
435,Ananya Jain,55.0,Female,Operations,Data Analyst,116004.0,15,12th,Hyderabad
154,Isha Malhotra,36.0,Female,Sales,Accountant,117749.0,5,Diploma,Pune
76,Karan Singh,51.0,Female,IT,Operations Executive,61241.0,7,Diploma,Jaipur
738,Karan Jain,39.0,Male,Operations,Data Analyst,47514.0,15,Diploma,Kolkata
447,Arjun Mehta,36.0,Female,Sales,Operations Executive,30226.0,8,Diploma,Delhi
189,Meera Malhotra,29.0,Female,IT,Software Developer,56029.0,11,12th,Hyderabad
272,Kavya Malhotra,51.0,Female,Finance,HR Executive,35082.0,6,12th,Gurgaon
237,Pooja Yadav,48.0,Female,HR,HR Executive,94721.0,4,Diploma,Noida
488,Simran Yadav,44.0,Female,Finance,Software Developer,98281.0,12,Master's,Gurgaon
118,Ananya Jain,27.0,Male,Sales,Sales Executive,55775.0,13,Master's,Bengaluru
827,Riya Patel,51.0,Male,HR,HR Executive,41920.0,3,12th,Chandigarh
513,Meera Jain,49.0,Female,Finance,Software Developer,68864.0,8,Diploma,Delhi
558,Pooja Yadav,53.0,,IT,Data Analyst,97918.0,4,Master's,Mumbai
598,Raj Malhotra,26.0,Male,HR,Accountant,103802.0,6,Bachelor's,Jaipur
127,Arjun Patel,22.0,Female,Sales,Sales Executive,32972.0,14,Bachelor's,Gurgaon
117,Vivaan Sharma,40.0,Female,IT,HR Executive,110097.0,9,12th,Gurgaon
474,Neha Yadav,31.0,Male,Operations,HR Executive,72477.0,3,12th,Chandigarh
966,Neha Jain,52.0,Male,IT,Operations Executive,25206.0,13,Diploma,Bengaluru
58,Ananya Singh,22.0,Female,Sales,Data Analyst,100456.0,12,12th,Hyderabad
681,Neha Singh,23.0,Female,Finance,HR Executive,32081.0,10,12th,Delhi
921,Arjun Yadav,46.0,Female,HR,Sales Executive,33350.0,14,Diploma,Gurgaon
370,Simran Kumar,26.0,Female,Marketing,Sales Executive,112574.0,1,12th,Hyderabad
269,Priya Mehta,26.0,Male,Marketing,Accountant,71388.0,0,Diploma,Bengaluru
47,Karan Mehta,46.0,Female,Marketing,HR Executive,116384.0,12,Master's,Kolkata
350,Simran Yadav,45.0,Male,HR,HR Executive,71504.0,11,Bachelor's,Pune
196,Meera Singh,47.0,Male,Sales,Marketing Executive,106016.0,9,12th,Noida
121,Riya Sharma,28.0,Male,Operations,HR Executive,84600.0,1,Diploma,Noida
843,Ananya Singh,40.0,Male,Operations,Data Analyst,80410.0,11,Bachelor's,Delhi
744,Simran Verma,26.0,Male,Sales,Sales Executive,40626.0,5,Bachelor's,Pune
264,Aditya Yadav,43.0,Male,Sales,HR Executive,32038.0,12,Diploma,Delhi
444,Rohan Jain,43.0,Female,Marketing,HR Executive,34552.0,2,Master's,Bengaluru
810,Vikash Kumar,26.0,Female,HR,HR Executive,87601.0,13,Diploma,Kolkata
305,Raj Yadav,46.0,Female,HR,Sales Executive,53551.0,9,Diploma,Hyderabad
342,Aditya Kumar,26.0,Female,IT,Data Analyst,101326.0,14,Master's,Gurgaon
605,Arjun Sharma,35.0,Female,HR,Data Analyst,117875.0,14,Bachelor's,Noida
977,Vikash Malhotra,51.0,Male,Operations,Sales Executive,111289.0,6,Master's,Hyderabad
150,Raj Malhotra,25.0,Female,Operations,Software Developer,86462.0,1,Diploma,Hyderabad
125,Isha Verma,37.0,Male,Operations,Sales Executive,31868.0,2,12th,Chandigarh
794,Arjun Yadav,26.0,Female,HR,Software Developer,66591.0,1,Master's,Chandigarh
831,Pooja Verma,27.0,Male,Sales,Operations Executive,117589.0,3,Bachelor's,Hyderabad
51,Simran Kumar,51.0,Male,Sales,Sales Executive,105120.0,12,12th,Bengaluru
354,Sneha Malhotra,44.0,Female,Operations,Marketing Executive,34506.0,3,Diploma,Mumbai
936,Sneha Gupta,27.0,Female,IT,Accountant,48230.0,2,Bachelor's,Mumbai
143,Sneha Jain,21.0,Female,HR,HR Executive,90193.0,7,Diploma,Gurgaon
471,Sneha Yadav,55.0,Male,Sales,Marketing Executive,99732.0,2,Diploma,Bengaluru
400,Sneha Mehta,26.0,Female,Operations,Sales Executive,41961.0,15,12th,Delhi
632,Priya Singh,39.0,Female,HR,HR Executive,76115.0,9,12th,Pune
321,Neha Kumar,41.0,Male,Finance,Marketing Executive,,1,Master's,Gurgaon
20,Vivaan Yadav,25.0,Male,HR,Data Analyst,117778.0,2,Master's,Mumbai
818,Pooja Gupta,36.0,Male,IT,Software Developer,82119.0,15,12th,Delhi
801,Vikash Verma,52.0,Male,Finance,Data Analyst,113723.0,12,Diploma,Kolkata
817,Karan Sharma,21.0,Male,IT,Marketing Executive,50008.0,6,12th,Jaipur
408,Rahul Mehta,27.0,Female,Marketing,Accountant,111832.0,3,Bachelor's,Mumbai
538,Amit Sharma,31.0,Male,Sales,Operations Executive,61188.0,1,12th,Kolkata
627,Amit Jain,50.0,Female,HR,Accountant,77535.0,5,12th,Bengaluru
39,Rahul Kumar,27.0,Female,Marketing,Marketing Executive,71357.0,5,Master's,Bengaluru
176,Karan Sharma,50.0,,HR,Data Analyst,29847.0,10,Diploma,Hyderabad
246,Simran Jain,38.0,Male,IT,HR Executive,74436.0,6,12th,Noida
837,Priya Mehta,30.0,Male,IT,Software Developer,26303.0,5,12th,Delhi
674,Arjun Singh,34.0,Male,,Data Analyst,30975.0,4,12th,Jaipur
762,Aditya Malhotra,24.0,Female,HR,Accountant,63970.0,3,Diploma,Mumbai
867,Isha Kumar,29.0,Female,Sales,Data Analyst,64926.0,4,Diploma,Hyderabad
155,Riya Sharma,39.0,Female,Finance,Marketing Executive,75779.0,10,Bachelor's,Pune
288,Karan Patel,27.0,Male,Finance,Software Developer,95371.0,3,Diploma,Chandigarh
821,Riya Jain,48.0,Female,Operations,Accountant,79484.0,9,Bachelor's,Chandigarh
570,Kavya Sharma,42.0,Male,Finance,Sales Executive,115937.0,10,Master's,Hyderabad
751,Sneha Patel,28.0,Female,hr,Operations Executive,75283.0,14,Bachelor's,Delhi
18,Sneha Yadav,48.0,Male,Operations,Software Developer,52760.0,14,12th,Gurgaon
128,Raj Malhotra,41.0,,IT,HR Executive,104730,10,12th,Kolkata
323,Ananya Jain,29.0,Male,HR,Sales Executive,116946.0,8,Master's,Pune
256,Aarav Jain,54.0,Female,Marketing,Software Developer,119659.0,13,Master's,Gurgaon
775,Ananya Singh,36.0,Male,Finance,Sales Executive,61403.0,0,Bachelor's,Delhi
975,Karan Sharma,44.0,Female,Marketing,Sales Executive,84233.0,10,Bachelor's,Pune
191,Pooja Patel,25.0,Female,Operations,Data Analyst,41426.0,11,Master's,Hyderabad
116,Priya Malhotra,35.0,Male,Marketing,Accountant,86797.0,7,Bachelor's,Chandigarh
623,Vikash Patel,29.0,Female,IT,Sales Executive,37178.0,15,Master's,Noida
